svm_linear,0.62,0.545
svm_polynomial,0.733333333333,0.68
svm_rbf,0.953333333333,0.955
logistic,0.613333333333,0.545
knn,0.923333333333,0.94
decision_tree,0.973333333333,0.99
random_forest,0.97,0.935
