0.001,100.0,0.104391679627,0.0120281879938,0.00867810000977
0.005,100.0,0.43225726708,0.045733199708,0.0298341132318
0.01,100.0,0.695120693484,0.0686085541811,0.0387800395638
0.05,100.0,1.08996918312,0.112006868657,0.0179978043558
0.1,100.0,1.09643168786,0.12436207435,0.00565764116543
0.5,100.0,1.09646081139,0.128617193909,0.00140252231119
1.0,100.0,1.09646081139,0.128617232323,0.00140248389656
5.0,100.0,-1.36410275259e+72,-1.85723478066e+87,-1.85723478066e+87
10.0,100.0,-1.01398090671e+105,-1.30612065719e+120,-1.30612065719e+120
0.2,100.0,1.09646081117,0.128353191747,0.00166652447272
